"function","source_id","name","url","source_kind","status","pii_risk","public_api_signal","interoperability_candidate","recommended_join_key","public_note"
"entregas_logistica","docs-google-com-spreadsheets-d-1otnqgmsk3nu2wqy00rtppcwsszalorwep-uiotwpkxm","Sheet Centros de Acopio (M. Lozada) (TOP)","https://docs.google.com/spreadsheets/d/1OTNQGMsK3nU2wqy00rtPPcwsSzAlorWeP-uIotWpkxM","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","docs-google-com-spreadsheets-d-1otnqgmsk3nu2wqy00rtppcwsszalorwep-uiotwpkxm","Sheet Centros de Acopio (M. Lozada) (TOP)","https://docs.google.com/spreadsheets/d/1OTNQGMsK3nU2wqy00rtPPcwsSzAlorWeP-uIotWpkxM","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"donaciones","dona-yummyrides-com","Yummy (dona)","https://dona.yummyrides.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"donaciones","donarseguro-com","Donar Seguro","https://donarseguro.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"informacion_verificada","donarseguro-com","Donar Seguro","https://donarseguro.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"voluntarios","efecto-red-com","Efecto Red","https://efecto-red.com/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","efecto-red-com","Efecto Red","https://efecto-red.com/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","github-com-kevinesaa","Centraliza Ayuda Venezuela","https://kevinesaa.github.io/centraliza-ayuda-venezuela","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","github-com-kevinesaa","Centraliza Ayuda Venezuela","https://kevinesaa.github.io/centraliza-ayuda-venezuela","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","github-crafter-station-mission-ve","github crafter station mission ve","https://github.com/crafter-station/mission-ve","user_url","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","github-cultura-interactiva-rva-webapp","github cultura interactiva rva webapp","https://github.com/Cultura-Interactiva/rva-webapp","user_url","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","github-mawmawmaw-venezuela-ayuda","Infancia Protegida Vzla","https://infanciaprotegidavzla.netlify.app/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","github-mawmawmaw-venezuela-ayuda","Infancia Protegida Vzla","https://infanciaprotegidavzla.netlify.app/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","github-takove-crisis-damage-intelligence","","https://respuestavenezuela.org/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","github-takove-crisis-damage-intelligence","","https://respuestavenezuela.org/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","github-wilterd-juntosporvenezuela","github wilterd juntosporvenezuela","https://github.com/WilterD/juntosporvenezuela","user_url","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"donaciones","gofundme-com-we-love-venezuela-terremoto-2026","💰 Donación We Love Foundation (GoFundMe) https://www.gofundme.com/we-love-venezuela-terremoto-2026 Meta inicial $300k ya superada. Con Global Empowerment Mission. Alimentos, agua, atención médica, kits higiene. ❌ Caída ES/EN CriptoNoticias","https://www.gofundme.com/we-love-venezuela-terremoto-2026","attachment_catalog","down","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"danos","gofundme-com-we-love-venezuela-terremoto-2026","💰 Donación We Love Foundation (GoFundMe) https://www.gofundme.com/we-love-venezuela-terremoto-2026 Meta inicial $300k ya superada. Con Global Empowerment Mission. Alimentos, agua, atención médica, kits higiene. ❌ Caída ES/EN CriptoNoticias","https://www.gofundme.com/we-love-venezuela-terremoto-2026","attachment_catalog","down","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"informacion_verificada","gofundme-com-we-love-venezuela-terremoto-2026","💰 Donación We Love Foundation (GoFundMe) https://www.gofundme.com/we-love-venezuela-terremoto-2026 Meta inicial $300k ya superada. Con Global Empowerment Mission. Alimentos, agua, atención médica, kits higiene. ❌ Caída ES/EN CriptoNoticias","https://www.gofundme.com/we-love-venezuela-terremoto-2026","attachment_catalog","down","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"danos","habitable-lovable-app","Habitable (Ing. x Venezuela) (NUEVO)","https://habitable.lovable.app","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"acopio","hazlohoy-org-terremoto-caracas","Hazlo Hoy - Terremoto","https://hazlohoy.org/terremoto-caracas","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","hazlohoy-org-terremoto-caracas","Hazlo Hoy - Terremoto","https://hazlohoy.org/terremoto-caracas","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","hazlohoy-org-terremoto-caracas","Hazlo Hoy - Terremoto","https://hazlohoy.org/terremoto-caracas","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"personas_desaparecidas","huellascan-com-terremoto","Huellas Can","https://huellascan.com/terremoto","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","huellascan-com-terremoto","Huellas Can","https://huellascan.com/terremoto","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","info-central-terremoto-venezuela-com","Info Central Terremoto VE","https://info-central-terremoto-venezuela.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"informacion_verificada","info-central-terremoto-venezuela-com","Info Central Terremoto VE","https://info-central-terremoto-venezuela.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"acopio","infoayudavenezuela-site","Info Ayuda Venezuela","https://infoayudavenezuela.site","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"informacion_verificada","infoayudavenezuela-site","Info Ayuda Venezuela","https://infoayudavenezuela.site","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","infoayudavenezuela-site","Info Ayuda Venezuela","https://infoayudavenezuela.site","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"informacion_verificada","instagram-com-somosmeru","💸 Finanzas emergencia Meru (remesas sin comisión) https://www.instagram.com/somosmeru Exoneración indefinida de tarifas para depósitos/retiros en Venezuela. Pago Móvil, transferencias, cripto. ✅ Activa ES CriptoNoticias","https://www.instagram.com/somosmeru","attachment_catalog","finanzas_emergencia_meru_remesas_sin_comision_https_www_instagram_com_somosmeru_exoneracion_indefinida_de_tarifas_para_depositos_retiros_en_venezuela_pago_movil_transferencias_cripto_activa_es_criptonoticias","low","False","no","topic + source_id","Requiere validacion antes de integracion."
"salud","instagram-com-venemergencia","🧠 Apoyo psicosocial Grupo Venemergencia https://www.instagram.com/venemergencia Plataforma médica venezolana operativa. Atiende afectados físicos y psicológicos. ✅ Activa ES The Objective","https://www.instagram.com/venemergencia","attachment_catalog","apoyo_psicosocial_grupo_venemergencia_https_www_instagram_com_venemergencia_plataforma_medica_venezolana_operativa_atiende_afectados_fisicos_y_psicologicos_activa_es_the_objective","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"personas_desaparecidas","mascotasporvenezuela-com","Mascotas por Venezuela","https://mascotasporvenezuela.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"salud","paho-org-en-venezuela-earthquake-response","🏛 Organismo oficial PAHO/OMS Venezuela Response https://www.paho.org/en/venezuela-earthquake-response Respuesta oficial sanitaria. Situación epidemiológica. Coordinación internacional. ✅ Activa EN PAHO/WHO","https://www.paho.org/en/venezuela-earthquake-response","attachment_catalog","organismo_oficial_paho_oms_venezuela_response_https_www_paho_org_en_venezuela_earthquake_response_respuesta_oficial_sanitaria_situacion_epidemiologica_coordinacion_internacional_activa_en_paho_who","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"entregas_logistica","paho-org-en-venezuela-earthquake-response","🏛 Organismo oficial PAHO/OMS Venezuela Response https://www.paho.org/en/venezuela-earthquake-response Respuesta oficial sanitaria. Situación epidemiológica. Coordinación internacional. ✅ Activa EN PAHO/WHO","https://www.paho.org/en/venezuela-earthquake-response","attachment_catalog","organismo_oficial_paho_oms_venezuela_response_https_www_paho_org_en_venezuela_earthquake_response_respuesta_oficial_sanitaria_situacion_epidemiologica_coordinacion_internacional_activa_en_paho_who","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"personas_desaparecidas","patasacasa-com","Patas a Casa","https://patasacasa.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"conectividad","reconectavenezuela-com","ReconectaVenezuela","https://reconectavenezuela.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","recursos-terremoto-venezuela-netlify-app","Recursos Terremoto Venezuela","https://recursos-terremoto-venezuela.netlify.app","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"informacion_verificada","recursos-terremoto-venezuela-netlify-app","Recursos Terremoto Venezuela","https://recursos-terremoto-venezuela.netlify.app","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","redayudavenezuela-com","Red Ayuda Venezuela","https://redayudavenezuela.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"acopio","responsegrid-app","📦 Suministros ResponseGrid https://responsegrid.app/ Gestión y trazabilidad en tiempo real de insumos, necesidades y puntos de donación o de recepción ✅ Activa ES/EN OCHA/ONU","https://responsegrid.app/","attachment_catalog","suministros_responsegrid_https_responsegrid_app_gestion_y_trazabilidad_en_tiempo_real_de_insumos_necesidades_y_puntos_de_donacion_o_de_recepcion_activa_es_en_ocha_onu","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"donaciones","responsegrid-app","📦 Suministros ResponseGrid https://responsegrid.app/ Gestión y trazabilidad en tiempo real de insumos, necesidades y puntos de donación o de recepción ✅ Activa ES/EN OCHA/ONU","https://responsegrid.app/","attachment_catalog","suministros_responsegrid_https_responsegrid_app_gestion_y_trazabilidad_en_tiempo_real_de_insumos_necesidades_y_puntos_de_donacion_o_de_recepcion_activa_es_en_ocha_onu","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"necesidades","responsegrid-app","📦 Suministros ResponseGrid https://responsegrid.app/ Gestión y trazabilidad en tiempo real de insumos, necesidades y puntos de donación o de recepción ✅ Activa ES/EN OCHA/ONU","https://responsegrid.app/","attachment_catalog","suministros_responsegrid_https_responsegrid_app_gestion_y_trazabilidad_en_tiempo_real_de_insumos_necesidades_y_puntos_de_donacion_o_de_recepcion_activa_es_en_ocha_onu","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"informacion_verificada","responsegrid-app","📦 Suministros ResponseGrid https://responsegrid.app/ Gestión y trazabilidad en tiempo real de insumos, necesidades y puntos de donación o de recepción ✅ Activa ES/EN OCHA/ONU","https://responsegrid.app/","attachment_catalog","suministros_responsegrid_https_responsegrid_app_gestion_y_trazabilidad_en_tiempo_real_de_insumos_necesidades_y_puntos_de_donacion_o_de_recepcion_activa_es_en_ocha_onu","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"entregas_logistica","responsegrid-app","📦 Suministros ResponseGrid https://responsegrid.app/ Gestión y trazabilidad en tiempo real de insumos, necesidades y puntos de donación o de recepción ✅ Activa ES/EN OCHA/ONU","https://responsegrid.app/","attachment_catalog","suministros_responsegrid_https_responsegrid_app_gestion_y_trazabilidad_en_tiempo_real_de_insumos_necesidades_y_puntos_de_donacion_o_de_recepcion_activa_es_en_ocha_onu","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"donaciones","savethechildren-es-terremoto-venezuela","💰 Donación Save the Children https://www.savethechildren.es/terremoto-venezuela Fondo 'Terremoto en Venezuela'. Orientado a menores. Donación desde 30€. ❌ Caída ES Save the Children","https://www.savethechildren.es/terremoto-venezuela","attachment_catalog","down","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"personas_desaparecidas","savethechildren-es-terremoto-venezuela","💰 Donación Save the Children https://www.savethechildren.es/terremoto-venezuela Fondo 'Terremoto en Venezuela'. Orientado a menores. Donación desde 30€. ❌ Caída ES Save the Children","https://www.savethechildren.es/terremoto-venezuela","attachment_catalog","down","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"danos","savethechildren-es-terremoto-venezuela","💰 Donación Save the Children https://www.savethechildren.es/terremoto-venezuela Fondo 'Terremoto en Venezuela'. Orientado a menores. Donación desde 30€. ❌ Caída ES Save the Children","https://www.savethechildren.es/terremoto-venezuela","attachment_catalog","down","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"acopio","sectorve-com","Sector Ve","https://sectorve.com/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"donaciones","sectorve-com","Sector Ve","https://sectorve.com/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"informacion_verificada","sectorve-com","Sector Ve","https://sectorve.com/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","sectorve-com","Sector Ve","https://sectorve.com/","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"voluntarios","sos-reservadoc-com-sos-reservadoc-com","","sos.reservadoc.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"necesidades","tugruero-com","Tu Gruero (NUEVO)","https://tugruero.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","tugruero-com","Tu Gruero (NUEVO)","https://tugruero.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"acopio","veneconnect-com-apoyo-terremoto","VeneConnect (NUEVO)","https://veneconnect.com/apoyo-terremoto","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","veneconnect-com-apoyo-terremoto","VeneConnect (NUEVO)","https://veneconnect.com/apoyo-terremoto","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","veneconnect-com-apoyo-terremoto","VeneConnect (NUEVO)","https://veneconnect.com/apoyo-terremoto","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"donaciones","venezuela-earthquake-relief-netlify-app","VE Earthquake Relief","https://venezuela-earthquake-relief.netlify.app","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"informacion_verificada","venezuela-earthquake-relief-netlify-app","VE Earthquake Relief","https://venezuela-earthquake-relief.netlify.app","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"acopio","venezuelahelp-click","Venezuela Help (acopios)","https://venezuelahelp.click","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","venezuelahelp-click","Venezuela Help (acopios)","https://venezuelahelp.click","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"informacion_verificada","venezuelasolidaria-com","Venezuela Solidaria (NUEVO)","https://venezuelasolidaria.com","hackathon_sheet","unknown","low","True","yes","topic + source_id","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","venezuelaterremoto2026-com","Venezuela Terremoto 2026","https://venezuelaterremoto2026.com","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","vzlayuda-com-ayudar","VZL Ayuda","https://vzlayuda.com/ayudar","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","wilterd-github-io-juntosporvenezuela","Búsqueda Tech - Apps Juntos por Venezuela https://wilterd.github.io/juntosporvenezuela/ Plataforma que reúne a todas las aplicaciones digitales en función de encontrar más fácilmente todas las aplicaciones que ayuden a los damnificados tras los dos terremotos en Venezuela el 24 de Junio ✅ Activa ES Build4Vzla - Github","https://wilterd.github.io/juntosporvenezuela/","attachment_catalog","busqueda_tech_apps_juntos_por_venezuela_https_wilterd_github_io_juntosporvenezuela_plataforma_que_reune_a_todas_las_aplicaciones_digitales_en_funcion_de_encontrar_mas_facilmente_todas_las_aplicaciones_que_ayuden_a_los_damnificados_tras_los_dos_terremotos_en_venezuela_el_24_de_junio_activa_es_build4vzla_github","low","False","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","wilterd-github-io-juntosporvenezuela","Búsqueda Tech - Apps Juntos por Venezuela https://wilterd.github.io/juntosporvenezuela/ Plataforma que reúne a todas las aplicaciones digitales en función de encontrar más fácilmente todas las aplicaciones que ayuden a los damnificados tras los dos terremotos en Venezuela el 24 de Junio ✅ Activa ES Build4Vzla - Github","https://wilterd.github.io/juntosporvenezuela/","attachment_catalog","busqueda_tech_apps_juntos_por_venezuela_https_wilterd_github_io_juntosporvenezuela_plataforma_que_reune_a_todas_las_aplicaciones_digitales_en_funcion_de_encontrar_mas_facilmente_todas_las_aplicaciones_que_ayuden_a_los_damnificados_tras_los_dos_terremotos_en_venezuela_el_24_de_junio_activa_es_build4vzla_github","low","False","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"donaciones","www2-cruzroja-es-ayuda-terremoto-venezuela-2026","💰 Donación Cruz Roja Española https://www2.cruzroja.es/-/ayuda-terremoto-venezuela-2026 Canal oficial. Bizum al 33512 o SMS VENEZUELA al 38092 (6€ íntegros). Coordinación con Cruz Roja Venezolana. ✅ Activa ES Cruz Roja","https://www2.cruzroja.es/-/ayuda-terremoto-venezuela-2026","attachment_catalog","donacion_cruz_roja_espanola_https_www2_cruzroja_es_ayuda_terremoto_venezuela_2026_canal_oficial_bizum_al_33512_o_sms_venezuela_al_38092_6_integros_coordinacion_con_cruz_roja_venezolana_activa_es_cruz_roja","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"danos","www2-cruzroja-es-ayuda-terremoto-venezuela-2026","💰 Donación Cruz Roja Española https://www2.cruzroja.es/-/ayuda-terremoto-venezuela-2026 Canal oficial. Bizum al 33512 o SMS VENEZUELA al 38092 (6€ íntegros). Coordinación con Cruz Roja Venezolana. ✅ Activa ES Cruz Roja","https://www2.cruzroja.es/-/ayuda-terremoto-venezuela-2026","attachment_catalog","donacion_cruz_roja_espanola_https_www2_cruzroja_es_ayuda_terremoto_venezuela_2026_canal_oficial_bizum_al_33512_o_sms_venezuela_al_38092_6_integros_coordinacion_con_cruz_roja_venezolana_activa_es_cruz_roja","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"entregas_logistica","www2-cruzroja-es-ayuda-terremoto-venezuela-2026","💰 Donación Cruz Roja Española https://www2.cruzroja.es/-/ayuda-terremoto-venezuela-2026 Canal oficial. Bizum al 33512 o SMS VENEZUELA al 38092 (6€ íntegros). Coordinación con Cruz Roja Venezolana. ✅ Activa ES Cruz Roja","https://www2.cruzroja.es/-/ayuda-terremoto-venezuela-2026","attachment_catalog","donacion_cruz_roja_espanola_https_www2_cruzroja_es_ayuda_terremoto_venezuela_2026_canal_oficial_bizum_al_33512_o_sms_venezuela_al_38092_6_integros_coordinacion_con_cruz_roja_venezolana_activa_es_cruz_roja","low","False","no","topic + geography + time","Requiere validacion antes de integracion."
"entregas_logistica","x-com-juliococo-status-2070594371431408045","Unificacion (Juliococo)","https://x.com/Juliococo/status/2070594371431408045","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"acopio","zonasegura-up-railway-app","Zona Segura (NUEVO)","https://zonasegura.up.railway.app","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","zonasegura-up-railway-app","Zona Segura (NUEVO)","https://zonasegura.up.railway.app","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"refugios","auxilioven-org","Auxilio Ven","https://auxilioven.org","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","auxilioven-org","Auxilio Ven","https://auxilioven.org","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","auxilioven-org","Auxilio Ven","https://auxilioven.org","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","ayudavenezuela-online","Ayuda Venezuela Online","https://ayudavenezuela.online/","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"salud","ayudavenezuela-online","Ayuda Venezuela Online","https://ayudavenezuela.online/","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","ayudavenezuela-online","Ayuda Venezuela Online","https://ayudavenezuela.online/","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","ayudavenezuela-online","Ayuda Venezuela Online","https://ayudavenezuela.online/","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"informacion_verificada","ayudavenezuela-online","Ayuda Venezuela Online","https://ayudavenezuela.online/","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","ayudavenezuela-online","Ayuda Venezuela Online","https://ayudavenezuela.online/","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","ayudavenezuela-online","Ayuda Venezuela Online","https://ayudavenezuela.online/","hackathon_sheet","unknown","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","ayudavenezuela2026-com","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://ayudavenezuela2026.com","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","ayudavenezuela2026-com","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://ayudavenezuela2026.com","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","ayudavenezuela2026-com","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://ayudavenezuela2026.com","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
